canonical_smiles,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,target_organism,type,value
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)ncnc3cc2OC)CC1,CHEMBL5819312,4.89,=,=,IC50,Homo sapiens,IC50,13000.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)ncnc3cc2OC)CC1,CHEMBL5819312,6.00,=,=,IC50,Homo sapiens,IC50,1000.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)ncnc3cc2OC)CC1,CHEMBL5819312,6.14,=,=,IC50,Homo sapiens,IC50,720.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL5981483,6.92,=,=,IC50,Homo sapiens,IC50,120.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL5981483,6.96,=,=,IC50,Homo sapiens,IC50,110.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL5981483,6.58,=,=,IC50,Homo sapiens,IC50,260.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL5981483,6.82,=,=,IC50,Homo sapiens,IC50,150.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL5981483,6.60,=,=,IC50,Homo sapiens,IC50,250.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL5981483,6.50,=,=,IC50,Homo sapiens,IC50,320.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5939422,7.29,=,=,IC50,Homo sapiens,IC50,51.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5939422,8.00,=,=,IC50,Homo sapiens,IC50,10.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5939422,7.12,=,=,IC50,Homo sapiens,IC50,75.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5939422,7.47,=,=,IC50,Homo sapiens,IC50,34.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5939422,6.96,=,=,IC50,Homo sapiens,IC50,110.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5939422,5.70,=,=,IC50,Homo sapiens,IC50,2000.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL3896969,8.38,=,=,IC50,Homo sapiens,IC50,4.2
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL3896969,8.70,=,=,IC50,Homo sapiens,IC50,2.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL3896969,8.00,=,=,IC50,Homo sapiens,IC50,10.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL3896969,8.00,=,=,IC50,Homo sapiens,IC50,10.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL3896969,7.92,=,=,IC50,Homo sapiens,IC50,12.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL3896969,7.85,=,=,IC50,Homo sapiens,IC50,14.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc5cnn(C)c45)ncnc3cc2OC)CC1,CHEMBL5840233,4.80,=,=,IC50,Homo sapiens,IC50,16000.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc5cnn(C)c45)ncnc3cc2OC)CC1,CHEMBL5840233,5.57,=,=,IC50,Homo sapiens,IC50,2700.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc5cnn(C)c45)ncnc3cc2OC)CC1,CHEMBL5840233,4.47,=,=,IC50,Homo sapiens,IC50,34000.0
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL5926423,6.64,=,=,IC50,Homo sapiens,IC50,230.0
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL5926423,7.70,=,=,IC50,Homo sapiens,IC50,20.0
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL5926423,6.34,=,=,IC50,Homo sapiens,IC50,460.0
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL5926423,6.46,=,=,IC50,Homo sapiens,IC50,350.0
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL5926423,6.26,=,=,IC50,Homo sapiens,IC50,550.0
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL5926423,6.43,=,=,IC50,Homo sapiens,IC50,370.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)CC1,CHEMBL5976949,6.57,=,=,IC50,Homo sapiens,IC50,270.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)CC1,CHEMBL5976949,7.82,=,=,IC50,Homo sapiens,IC50,15.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)CC1,CHEMBL5976949,6.16,=,=,IC50,Homo sapiens,IC50,690.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)CC1,CHEMBL5976949,6.39,=,=,IC50,Homo sapiens,IC50,410.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)CC1,CHEMBL5976949,6.12,=,=,IC50,Homo sapiens,IC50,760.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)CC1,CHEMBL5976949,6.10,=,=,IC50,Homo sapiens,IC50,790.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)CC1,CHEMBL6008669,6.55,=,=,IC50,Homo sapiens,IC50,280.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)CC1,CHEMBL6008669,8.19,=,=,IC50,Homo sapiens,IC50,6.5
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)CC1,CHEMBL6008669,6.15,=,=,IC50,Homo sapiens,IC50,710.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)CC1,CHEMBL6008669,6.15,=,=,IC50,Homo sapiens,IC50,710.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)CC1,CHEMBL6008669,6.08,=,=,IC50,Homo sapiens,IC50,830.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)CC1,CHEMBL6008669,6.37,=,=,IC50,Homo sapiens,IC50,430.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5847747,7.85,=,=,IC50,Homo sapiens,IC50,14.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5847747,8.32,=,=,IC50,Homo sapiens,IC50,4.8
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5847747,7.72,=,=,IC50,Homo sapiens,IC50,19.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5847747,7.62,=,=,IC50,Homo sapiens,IC50,24.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5847747,7.60,=,=,IC50,Homo sapiens,IC50,25.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5847747,7.68,=,=,IC50,Homo sapiens,IC50,21.0
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,CHEMBL5875860,7.07,=,=,IC50,Homo sapiens,IC50,85.0
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,CHEMBL5875860,8.09,=,=,IC50,Homo sapiens,IC50,8.1
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,CHEMBL5875860,7.01,=,=,IC50,Homo sapiens,IC50,97.0
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,CHEMBL5875860,7.07,=,=,IC50,Homo sapiens,IC50,85.0
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,CHEMBL5875860,6.44,=,=,IC50,Homo sapiens,IC50,360.0
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,CHEMBL5875860,6.66,=,=,IC50,Homo sapiens,IC50,220.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,CHEMBL5924448,7.60,=,=,IC50,Homo sapiens,IC50,25.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,CHEMBL5924448,8.41,=,=,IC50,Homo sapiens,IC50,3.9
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,CHEMBL5924448,7.89,=,=,IC50,Homo sapiens,IC50,13.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,CHEMBL5924448,7.89,=,=,IC50,Homo sapiens,IC50,13.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,CHEMBL5924448,7.89,=,=,IC50,Homo sapiens,IC50,13.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,CHEMBL5924448,7.55,=,=,IC50,Homo sapiens,IC50,28.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(CO)c4)ncnc3cc2OC)C1,CHEMBL6017130,4.72,=,=,IC50,Homo sapiens,IC50,19000.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(CO)c4)ncnc3cc2OC)C1,CHEMBL6017130,5.35,=,=,IC50,Homo sapiens,IC50,4500.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(CO)c4)ncnc3cc2OC)CC1,CHEMBL5961562,6.18,=,=,IC50,Homo sapiens,IC50,660.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(CO)c4)ncnc3cc2OC)CC1,CHEMBL5961562,6.96,=,=,IC50,Homo sapiens,IC50,110.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(CO)c4)ncnc3cc2OC)CC1,CHEMBL5961562,6.05,=,=,IC50,Homo sapiens,IC50,890.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(CO)c4)ncnc3cc2OC)CC1,CHEMBL5961562,6.18,=,=,IC50,Homo sapiens,IC50,660.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(CO)c4)ncnc3cc2OC)CC1,CHEMBL5961562,5.96,=,=,IC50,Homo sapiens,IC50,1100.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(CO)c4)ncnc3cc2OC)CC1,CHEMBL5961562,5.68,=,=,IC50,Homo sapiens,IC50,2100.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(C(F)(F)F)cc4)ncnc3cc2OC)C1,CHEMBL5773557,7.02,=,=,IC50,Homo sapiens,IC50,95.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(C(F)(F)F)cc4)ncnc3cc2OC)C1,CHEMBL5773557,7.00,=,=,IC50,Homo sapiens,IC50,100.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(C(F)(F)F)cc4)ncnc3cc2OC)C1,CHEMBL5773557,6.66,=,=,IC50,Homo sapiens,IC50,220.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(C(F)(F)F)cc4)ncnc3cc2OC)C1,CHEMBL5773557,6.89,=,=,IC50,Homo sapiens,IC50,130.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(C(F)(F)F)cc4)ncnc3cc2OC)C1,CHEMBL5773557,6.64,=,=,IC50,Homo sapiens,IC50,230.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(C(F)(F)F)cc4)ncnc3cc2OC)C1,CHEMBL5773557,5.11,=,=,IC50,Homo sapiens,IC50,7800.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,CHEMBL3545154,8.28,=,=,IC50,Homo sapiens,IC50,5.2
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,CHEMBL3545154,9.04,=,=,IC50,Homo sapiens,IC50,0.91
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,CHEMBL3545154,8.77,=,=,IC50,Homo sapiens,IC50,1.7
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,CHEMBL3545154,8.64,=,=,IC50,Homo sapiens,IC50,2.3
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,CHEMBL3545154,8.52,=,=,IC50,Homo sapiens,IC50,3.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,CHEMBL3545154,8.13,=,=,IC50,Homo sapiens,IC50,7.4
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL3958631,7.68,=,=,IC50,Homo sapiens,IC50,21.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL3958631,8.30,=,=,IC50,Homo sapiens,IC50,5.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL3958631,7.54,=,=,IC50,Homo sapiens,IC50,29.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL3958631,7.70,=,=,IC50,Homo sapiens,IC50,20.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL3958631,7.41,=,=,IC50,Homo sapiens,IC50,39.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(Cl)c4)ncnc3cc2OC)CC1,CHEMBL3958631,7.68,=,=,IC50,Homo sapiens,IC50,21.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5949373,5.96,=,=,IC50,Homo sapiens,IC50,1100.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5949373,6.29,=,=,IC50,Homo sapiens,IC50,510.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5949373,6.10,=,=,IC50,Homo sapiens,IC50,790.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5949373,6.26,=,=,IC50,Homo sapiens,IC50,550.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5949373,6.05,=,=,IC50,Homo sapiens,IC50,890.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5949373,5.70,=,=,IC50,Homo sapiens,IC50,2000.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)CC1,CHEMBL5968961,7.09,=,=,IC50,Homo sapiens,IC50,81.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)CC1,CHEMBL5968961,7.48,=,=,IC50,Homo sapiens,IC50,33.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)CC1,CHEMBL5968961,6.30,=,=,IC50,Homo sapiens,IC50,500.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)CC1,CHEMBL5968961,6.41,=,=,IC50,Homo sapiens,IC50,390.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)CC1,CHEMBL5968961,6.28,=,=,IC50,Homo sapiens,IC50,520.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)CC1,CHEMBL5968961,6.33,=,=,IC50,Homo sapiens,IC50,470.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1,CHEMBL5829626,5.96,=,=,IC50,Homo sapiens,IC50,1100.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1,CHEMBL5829626,6.89,=,=,IC50,Homo sapiens,IC50,130.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1,CHEMBL5829626,6.38,=,=,IC50,Homo sapiens,IC50,420.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1,CHEMBL5829626,6.50,=,=,IC50,Homo sapiens,IC50,320.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1,CHEMBL5829626,6.21,=,=,IC50,Homo sapiens,IC50,620.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)cc4Cl)ncnc3cc2OC)C1,CHEMBL5829626,5.82,=,=,IC50,Homo sapiens,IC50,1500.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)C1,CHEMBL5799106,7.80,=,=,IC50,Homo sapiens,IC50,16.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)C1,CHEMBL5799106,8.54,=,=,IC50,Homo sapiens,IC50,2.9
C=CC(=O)N1CC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)C1,CHEMBL5799106,7.44,=,=,IC50,Homo sapiens,IC50,36.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)C1,CHEMBL5799106,7.54,=,=,IC50,Homo sapiens,IC50,29.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)C1,CHEMBL5799106,7.42,=,=,IC50,Homo sapiens,IC50,38.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)C1,CHEMBL5799106,7.51,=,=,IC50,Homo sapiens,IC50,31.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5968968,6.52,=,=,IC50,Homo sapiens,IC50,300.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5968968,6.89,=,=,IC50,Homo sapiens,IC50,130.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5968968,6.85,=,=,IC50,Homo sapiens,IC50,140.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5968968,6.77,=,=,IC50,Homo sapiens,IC50,170.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5968968,6.68,=,=,IC50,Homo sapiens,IC50,210.0
C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(OC(F)(F)F)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5968968,6.55,=,=,IC50,Homo sapiens,IC50,280.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,CHEMBL5741413,5.85,=,=,IC50,Homo sapiens,IC50,1400.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,CHEMBL5741413,6.60,=,=,IC50,Homo sapiens,IC50,250.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,CHEMBL5741413,5.92,=,=,IC50,Homo sapiens,IC50,1200.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,CHEMBL5741413,6.13,=,=,IC50,Homo sapiens,IC50,740.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,CHEMBL5741413,5.77,=,=,IC50,Homo sapiens,IC50,1700.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,CHEMBL5741413,5.60,=,=,IC50,Homo sapiens,IC50,2500.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(C(F)(F)F)cc4)ncnc3cc2OC)C1,CHEMBL5907345,5.77,=,=,IC50,Homo sapiens,IC50,1700.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(C(F)(F)F)cc4)ncnc3cc2OC)C1,CHEMBL5907345,6.47,=,=,IC50,Homo sapiens,IC50,340.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL6011290,6.42,=,=,IC50,Homo sapiens,IC50,380.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL6011290,7.18,=,=,IC50,Homo sapiens,IC50,66.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL6011290,6.13,=,=,IC50,Homo sapiens,IC50,740.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL6011290,6.26,=,=,IC50,Homo sapiens,IC50,550.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL6011290,6.04,=,=,IC50,Homo sapiens,IC50,910.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL6011290,5.89,=,=,IC50,Homo sapiens,IC50,1300.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5864179,7.64,=,=,IC50,Homo sapiens,IC50,23.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5864179,8.18,=,=,IC50,Homo sapiens,IC50,6.6
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5864179,7.58,=,=,IC50,Homo sapiens,IC50,26.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5864179,7.51,=,=,IC50,Homo sapiens,IC50,31.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5864179,7.58,=,=,IC50,Homo sapiens,IC50,26.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4)ncnc3cc2OC)C1,CHEMBL5864179,7.19,=,=,IC50,Homo sapiens,IC50,64.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL6064016,6.32,=,=,IC50,Homo sapiens,IC50,480.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL6064016,7.70,=,=,IC50,Homo sapiens,IC50,20.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL6064016,6.26,=,=,IC50,Homo sapiens,IC50,550.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL6064016,6.35,=,=,IC50,Homo sapiens,IC50,450.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL6064016,6.17,=,=,IC50,Homo sapiens,IC50,680.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)C1,CHEMBL6064016,6.16,=,=,IC50,Homo sapiens,IC50,690.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)C1,CHEMBL5919894,6.35,=,=,IC50,Homo sapiens,IC50,450.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)C1,CHEMBL5919894,7.47,=,=,IC50,Homo sapiens,IC50,34.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)C1,CHEMBL5919894,6.36,=,=,IC50,Homo sapiens,IC50,440.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)C1,CHEMBL5919894,6.44,=,=,IC50,Homo sapiens,IC50,360.0
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccccc4)ncnc3cc2OC)C1,CHEMBL5919894,6.30,=,=,IC50,Homo sapiens,IC50,500.0
