smiles,pchembl_value
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C1CC1,8.26
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CC[C@@H]1COC,8.7
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CC[C@H]1COC,8.11
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1C[C@@H]2OCCO[C@@H]2C1,8.2
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNC1CC1,9.05
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1C,8.4
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,8.7
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C,9.57
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1,9.29
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1,9.54
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CO,8.52
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)COC(=O)c1c(C)cccc1C,7.36
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)COC(=O)c1ccccc1,7.6
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)COC(C)=O,8.375
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CCc1cccnc1,7.85
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CCl,8.605
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1ccccn1,7.16
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1cccnc1,9.22
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1nc2cc(OC)ccc2s1,6.71
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1nc2ccccc2n1C,7.92
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1nc2ccccc2s1,7.08
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1ncc[nH]1,8.39
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1ncccn1,7.57
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1nccn1C,7.96
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1nnnn1C,8.79
CCOc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OCC.Cl,7.64
CCOc1cc2ncnc(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2cc1NC(=O)/C=C/CN1CCCC1,7.445
CCOc1cc2ncnc(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,6.75
CCOc1cc2ncnc(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2cc1NC(=O)/C=C/CN1CCOCC1,7.505
CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,8.45
CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,7.95
CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,7.28
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1,7.43
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,7.82
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1C[C@@H]2OCCO[C@@H]2C1,7.1899999999999995
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,8.25
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)[C@H]1COC(=O)N1,8.26
CCOc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)[C@H]1NC(=O)O[C@@H]1C,7.92
CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,9.08
CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,9.05
CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1C[C@@H]2OCCO[C@@H]2C1,8.06
CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN1CCCC1,7.465
CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,7.0
CCOc1cc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2cc1NC(=O)/C(F)=C/[C@@H]1CCCN1C,7.49
CCOc1cc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2cc1NC(=O)/C(F)=C/[C@H]1CCCN1C,8.09
CCOc1cc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2cc1NC(=O)/C(F)=C\[C@@H]1CCCN1C,7.59
CCOc1cc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2cc1NC(=O)/C(F)=C\[C@H]1CCCN1C,7.06
CCOc1cc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,8.87
CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C,8.25
CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1,7.654999999999999
CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,8.02
CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCCCC1,7.41
CCOc1cc2ncnc(Nc3ccc(Oc4ccn5ncnc5c4)c(C)c3)c2cc1NC(=O)/C(F)=C/[C@H]1CCCN1C,8.09
CCOc1cc2ncnc(Nc3ccc(Oc4ccn5ncnc5c4)c(C)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,8.87
CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,7.609999999999999
CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,7.36
CCOc1cc2ncnc(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,7.215
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2cc1NC(=O)/C=C/CN1C[C@@H]2OCCO[C@@H]2C1,7.62
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,7.985
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,8.46
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCC1,8.335
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,8.399999999999999
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,7.869999999999999
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,7.99
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1C[C@@H](C)N[C@@H](C)C1,7.744999999999999
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1[C@H](C)CCC[C@@H]1C,7.34
CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1[C@H](C)CNC[C@@H]1C,7.14
CCOc1cc2ncnc(Nc3cccc(-c4cc[nH]n4)c3)c2cc1OCC,7.96
CCOc1cc2ncnc(Nc3cccc(-c4ccco4)c3)c2cc1OCC,8.52
CCOc1cc2ncnc(Nc3cccc(-c4cncnc4)c3)c2cc1OCC,5.96
CCOc1cc2ncnc(Nc3cccc(-c4cncs4)c3)c2cc1OCC,7.96
CCOc1cc2ncnc(Nc3cccc(-c4cocn4)c3)c2cc1OCC,6.14
CCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,5.32
CCOc1cc2ncnc(Nc3cccc(-c4csc(N)n4)c3)c2cc1OCC,6.25
CCOc1cc2ncnc(Nc3cccc(-c4cscn4)c3)c2cc1OCC,7.75
CCOc1cc2ncnc(Nc3cccc(-c4nc[nH]n4)c3)c2cc1OCC,6.41
CCOc1cc2ncnc(Nc3cccc(-c4nccs4)c3)c2cc1OCC,8.7
CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC.Cl,8.49
CCOc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCC.Cl,8.92
CCOc1cc2ncnc(Nc3cccc(F)c3)c2cc1OCC.Cl,8.09
CCOc1cc2ncnc(Nc3cccc(I)c3)c2cc1OCC.Cl,8.34
CCOc1cc2ncnc(Nc3cccc(OC)c3)c2c2c1OCCO2,7.76
CCOc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2c2c1OCCO2,7.58
CCOc1cc2ncnc(Nc3ccccc3F)c2cc1OCC.Cl,7.8
CCOc1ccc(-c2cc(C(F)(F)F)c(C#N)c(SCC(=O)NCC(=O)O)n2)cc1,5.08
CCOc1ccc(-c2n[nH]c3ncnc(N)c23)cc1OC,4.0
CCOc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,5.22
CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,6.12
CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,5.85
CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC,5.94
CCOc1ccc(/C=C2/C(=O)N(c3ccc(Cl)cc3)N=C2C)cc1,9.92
CCOc1ccc(C(=O)N[C@@H]2CCCN(c3nnc(C(N)=O)c(Nc4ccc(C(=N)N(C)C)cc4)n3)C2)cc1,5.26
CCOc1ccc(C(=O)N[C@@H]2CCCN(c3nnc(C(N)=O)c(Nc4ccc(C(=N)N5CCCC5)cc4)n3)C2)cc1,5.26
CCOc1ccc(C(=O)N[C@@H]2CCCN(c3nnc(C(N)=O)c(Nc4ccc(C5=NCCN5C)cc4)n3)C2)cc1,5.26
CCOc1ccc(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,5.92
CCOc1ccc(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,5.46
CCOc1ccc(C(=O)Nc2nccc(-c3cccnc3)n2)cc1NC(=O)/C=C/CN(C)C,5.22
CCOc1ccc(C2=NN(C(C)=O)C(c3ccc(C(=O)OC(C)Cn4c([N+](=O)[O-])cnc4C)cc3)C2)cc1,4.57
CCOc1ccc(C2=NN(C(C)=O)C(c3ccc(C(=O)OCCn4c([N+](=O)[O-])cnc4C)cc3)C2)cc1,4.82
CCOc1ccc(C2C(C#N)=C(N)OC3C2C(C)=NN3c2ccc(Cl)cc2)cc1,9.68
CCOc1ccc(NC(=O)/C=C/c2ccccc2)cc1,4.99
CCOc1ccc(Nc2cc(NC(=O)c3ccccc3)ncn2)cc1,6.12
CCOc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,5.85
CCOc1ccc2c(C3SC(N(C(C)=O)[C@@H]4O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)=NN3C(C)=O)cc(=O)oc2c1,6.66
CCOc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2c1.Cl,6.16
CCOc1ccc2cc(-c3nn(C)c4ncnc(N)c34)ccc2c1,4.68
CCOc1ccc2nc(NC(=O)CSc3nnc(Cc4c[nH]c5ccccc45)o3)sc2c1,5.55
CCOc1ccc2oc(=O)cc(C3SC(N(C(C)=O)[C@@H]4O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)=NN3C(C)=O)c2c1,6.66
CCOc1cccc(Oc2ccc(C(O)c3cncc(F)c3Cl)cc2)c1F,6.26
CCOc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2[nH]1,9.52
CCOc1ccccc1-c1cc2c(N[C@H](CCO)c3ccccc3)ncnc2[nH]1,10.0
CCOc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.7
CCOc1ccccc1-c1nnc(SCc2ccccc2)o1,4.42
CCOc1ccccc1C(=O)NCc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1,5.26
CCOc1ccccc1NC(=O)/C=C/c1ccccc1,5.03
CCOc1nc(-c2cccc(NC(=O)c3cccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,9.59
CCOc1nc(-c2cccc(NC(=O)c3cccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,8.434999999999999
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,5.49
CCP(=O)(CC)c1ccccc1Nc1nc(Nc2cc(-c3cnn(C)c3)c(N3CCOCC3)cc2OC)ncc1Cl,9.16
CCS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,7.51
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(C5CCN(C)CC5)cc4)n3)s2)CC1,7.82
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCN(C(C)C)CC5)cc4)n3)s2)CC1,7.31
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)n3)s2)CC1,7.305
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4)n3)s2)CC1,7.635
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4OC)n3)s2)CC1,7.15
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)s2)CC1,8.1
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCOCC5)c(F)c4)n3)s2)CC1,7.11
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)s2)CC1,7.24
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCOCC5)cc4OC)n3)s2)CC1,7.15
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc5c(ccn5CCN(C)C)c4)n3)s2)CC1,7.58
CCS(=O)(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc5c(ccn5CCN5CCOCC5)c4)n3)s2)CC1,7.15
CCS(=O)(=O)NNC(=O)CSc1nc2ccccc2c(=O)n1Cc1ccc2c(c1)OCO2,6.83
CCS(=O)(=O)N[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.3
CCS(=O)(=O)Nc1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cnc1OC,8.62
CCS(=O)(=O)Nc1cc(-c2ccc3ncnc(Nc4cccc(C(=O)OC)c4)c3c2)cnc1OC,6.39
CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3cc(-c4cnn(C)c4)c(N4CCOCC4)cc3OC)n2)s1,7.15
CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3cc(C)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC)n2)s1,8.0
CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(C4CCN(C)CC4)cc3)n2)s1,8.68
CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCN(C(C)C)CC4)cc3)n2)s1,8.43
CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)n2)s1,8.44
CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)s1,8.74
CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3OC)n2)s1,8.6
CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCOCC4)c(F)c3)n2)s1,8.39
CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)s1,7.43
CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3OC)n2)s1,8.07
CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)s1,9.05
CCS(=O)(=O)Nc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccc4c(ccn4CCN4CCOCC4)c3)n2)s1,8.2
CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,5.83
CCS(=O)(=O)n1cc(-c2ccnc(Nc3cc(Cl)c4c(cnn4CCN4CCOCC4)c3)n2)c2ccccc21,6.76
CCS(=O)(=O)n1cc(-c2ccnc(Nc3cc(NC(=O)C4CC4)c4c(cnn4CCN(C)C)c3)n2)c2ccccc21,7.75
CCS(=O)(=O)n1cc(-c2ccnc(Nc3cc(NC(=O)C=C(C)C)c4c(cnn4CCN(C)C)c3)n2)c2ccccc21,7.54
CCS(=O)(=O)n1cc(-c2ccnc(Nc3cc(NC(C)=O)c4c(cnn4CCN(C)C)c3)n2)c2ccccc21,7.904999999999999
CCS(=O)(=O)n1cc(-c2ccnc(Nc3ccc4c(ccn4CCN(C)C)c3)n2)c2ccccc21,7.77
CCS(=O)(=O)n1cc(-c2ccnc(Nc3ccc4c(cnn4CC(=O)N(C)C)c3)n2)c2ccccc21,7.42
CCS(=O)(=O)n1cc(-c2ccnc(Nc3ccc4c(cnn4CCN(C)C)c3)n2)c2ccccc21,8.12
CCS(=O)(=O)n1cc(-c2ccnc(Nc3ccc4c(cnn4CCN4CCOCC4)c3)n2)c2ccccc21,7.25
CCS(=O)(=O)n1cc(-c2nc(Nc3cc(C(C)C)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC)ncc2Cl)c2ccccc21,6.94
CCS(=O)(=O)n1cc(-c2nc(Nc3cc(C)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC)ncc2Cl)c2ccccc21,7.91
CCS(=O)(=O)n1cc(-c2nc(Nc3cc(Cl)c(N4CCC(N5CCN(C)CC5)CC4)cc3C)ncc2Cl)c2ccccc21,8.33
CCS(=O)(=O)n1cc(-c2nc(Nc3cc(Cl)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC(C)C)ncc2Cl)c2ccccc21,7.8
CCS(=O)(=O)n1cc(-c2nc(Nc3cc(Cl)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC)ncc2Cl)c2ccccc21,7.605
CCS(=O)(=O)n1cc(-c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)c(Cl)c3)ncc2Cl)c2ccccc21,8.075
CCS(=O)(=O)n1cc(-c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3OC)ncc2Cl)c2ccccc21,8.25
CCS(=O)(=O)n1cc(-c2nc(Nc3ccc(N4CCN(CCCCCCC(=O)Nc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3)ncc2C(F)(F)F)c2ccccc21,6.62
CCS(=O)(=O)n1cc(-c2nc(Nc3ccc(N4CCNCC4)cc3)ncc2C(F)(F)F)c2ccccc21,7.32
CCS(=O)(=O)n1cc(-c2nc(Nc3ccc4c(ccn4CCN(C)C)c3)ncc2C(F)(F)F)c2ccccc21,7.72
CCS(=O)(=O)n1cc(-c2nc(Nc3ccc4c(ccn4CCN(C)C)c3)ncc2Cl)c2ccccc21,7.71
CCS(=O)(=O)n1cc(-c2nc(Nc3ccc4c(cnn4CCN(C)C)c3)ncc2Cl)c2ccccc21,7.66
CCS(=O)(=O)n1cc2c3cc(ccc31)OCCCCCCCCOc1cc(ccc1N1CCOCC1)Nc1ncc(Cl)c-2n1,7.05
CCS(=O)(=O)n1cc2c3cc(ccc31)OCCCCCCCOc1cc(ccc1N1CCOCC1)Nc1ncc(Cl)c-2n1,7.72
CCS(=O)(=O)n1cc2c3cc(ccc31)OCCCCCCOc1cc(ccc1N1CCOCC1)Nc1ncc(Cl)c-2n1,8.21
CCS(=O)(=O)n1cc2c3cc(ccc31)OCCCCCOc1cc(ccc1N1CCOCC1)Nc1ncc(Cl)c-2n1,7.72
CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCCCOc1cc(ccc1N1CCOCC1)Nc1ncc(Cl)c-2n1,6.85
CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCCOc1cc(ccc1N1CCOCC1)Nc1ncc(Cl)c-2n1,7.05
CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(c(C)cc1N1CCOCC1)Nc1ncc(Cl)c-2n1,7.63
CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(c(C3CC3)cc1N1CCOCC1)Nc1ncc(Cl)c-2n1,7.25
CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(c(C3CCCC3)cc1N1CCOCC1)Nc1ncc(Cl)c-2n1,6.78
CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(c(Cl)cc1N1CCOCC1)Nc1ncc(Cl)c-2n1,7.7250000000000005
CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(c(F)cc1N1CCOCC1)Nc1ncc(Cl)c-2n1,6.8
CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(ccc1N1CCOCC1)Nc1ncc(Cl)c-2n1,7.24
CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCOc1cc(ccc1N1CCOCC1)Nc1ncc(Cl)c-2n1,7.285
CC[C@@H](C)Nc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1C(=O)NCCC(F)F,8.19
CC[C@@H](C)n1nc(N2CC(C(C)(C)O)C2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,7.32
CC[C@@H](Nc1c(C#N)cnc2c(C#N)cc(N[C@@H](C3=CN(C)NN3)c3ccc(F)nc3)cc12)c1ccccc1,8.7
CC[C@@H](Nc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3cccc4ncsc34)cc12)c1ccccc1,8.15
CC[C@@H](Nc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3ccc(F)nc3C)cc12)c1ccccc1,8.4
CC[C@@H](Nc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4CC4)NN3)c3cccc4ncsc34)cc12)c1ccccc1,8.3
CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(NC(C3=CN(C4CC4)NN3)c3scnc3C)cc12)c1ccccc1,8.350000000000001
CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@@H](C3=CN(C4CC4)NN3)c3ccc(F)nc3)cc12)c1ccccc1,8.7
CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@@H](C3=CN(C4CC4)NN3)c3cccnc3)cc12)c1ccccc1,8.7
CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@@H](C3=CN(C4CC4)NN3)c3cccnc3F)cc12)c1ccccc1,8.05
CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=C(F)N(C4(C(F)(F)F)CC4)NN3)c3ccc(F)nc3C)cc12)c1ccccc1,7.77
CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C(C)(C)C)NN3)c3cccc4c3CNC4)cc12)c1ccccc1,8.52
CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C(C)(C)C)NN3)c3cccnc3)cc12)c1ccccc1,8.52
CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C(C)C(F)(F)F)NN3)c3cccnc3)cc12)c1ccccc1,8.05
CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C(C)C)NN3)c3cccnc3)cc12)c1ccccc1,8.7
CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C(C)C)NN3)c3cccnc3C)cc12)c1ccccc1,8.7
CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C(F)(F)CO)NN3)c3cccnc3)cc12)c1ccccc1,8.7
CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3ccc(F)nc3C)cc12)c1ccccc1,8.15
CC[C@@H](Nc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3ccc(F)nc3C)cc12)c1ccccc1,8.4
